"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85"
"2001",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,1,2,NA,4,1,1,3,2,3,3,4,1,3,3,8,4,3,2,4,6,8,5,10,12,7,11,12,8,13,16,10,6,14,11,10,10,15,5,9,8,9,17,9,16,10,20,11,11,9,9,9,2,6,6,9,7,3
"2002",NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,2,1,NA,2,1,2,2,2,NA,NA,3,3,1,6,3,7,5,8,6,4,6,7,12,8,5,6,3,11,13,6,4,14,7,12,11,14,14,16,13,8,10,13,13,10,15,12,17,15,8,11,11,14,7,6,12,11,6,4,2
"2003",NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,2,NA,1,3,NA,NA,1,NA,2,3,3,2,1,5,2,1,4,4,6,5,5,3,6,11,11,11,13,11,5,3,11,11,13,17,15,13,8,14,8,15,9,10,10,12,10,9,12,12,14,15,11,8,13,14,16,7,2,4,7,4,1,4
"2004",1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,1,1,1,NA,NA,1,NA,NA,1,2,NA,NA,3,2,1,NA,NA,2,5,3,2,1,2,3,5,2,2,8,8,6,5,4,9,8,6,12,10,15,14,15,10,19,13,15,16,14,10,14,10,13,7,14,8,13,10,13,18,4,13,14,10,9,11,5,9,8,11,8,2,1
"2005",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,1,1,NA,1,1,NA,NA,1,1,3,NA,3,NA,4,NA,2,2,4,1,3,5,3,NA,5,5,4,5,6,8,6,7,11,13,12,11,13,15,19,11,13,14,10,15,13,12,15,18,8,10,15,10,11,9,15,11,6,15,12,8,6,15,9,7,9,6,3
"2006",1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,1,2,5,NA,4,8,9,2,9,6,7,5,8,6,8,9,10,10,17,12,17,13,18,14,14,21,10,15,11,9,13,11,12,7,13,14,9,12,8,13,14,11,8,5,9,13,7,7,5,2,7
"2007",1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,3,NA,1,NA,NA,1,1,NA,1,1,NA,NA,3,2,1,1,2,3,2,NA,2,4,NA,1,4,3,1,4,7,9,7,8,5,11,11,11,9,13,12,11,7,11,12,17,12,12,17,20,11,18,12,15,10,14,8,17,12,13,10,9,13,10,8,12,18,9,6,4,5,6,6,4
"2008",1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,2,1,2,NA,NA,NA,1,1,1,2,2,5,2,2,4,1,NA,6,2,8,7,4,5,11,10,11,10,9,12,20,8,17,11,15,17,10,17,13,12,15,13,9,20,6,12,17,6,12,14,15,13,14,9,15,14,10,4,11,13,7,1
"2009",NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,NA,NA,1,3,NA,3,1,2,2,2,5,4,2,3,7,3,4,9,6,14,10,11,6,8,12,7,18,24,21,24,12,21,12,19,15,24,17,13,16,10,12,14,10,7,10,8,7,6,12,4,11,9,13,5,9,6
"2010",NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,NA,2,1,1,2,2,2,NA,NA,3,2,4,NA,4,1,NA,1,1,4,1,5,5,3,3,5,7,9,9,11,6,13,8,13,15,10,13,8,18,7,18,14,15,23,16,10,13,13,13,13,13,12,9,12,11,6,9,10,9,12,14,8,6,10,5,9
"2011",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,1,2,1,NA,1,3,2,1,1,NA,2,1,4,1,2,6,1,3,3,3,5,8,8,4,5,11,11,14,10,15,11,12,14,14,21,14,20,18,17,24,18,15,16,18,18,19,15,19,15,8,18,10,14,12,8,10,7,12,11,6,11,6
"2012",NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,1,2,NA,NA,3,1,1,2,5,NA,7,NA,2,1,1,3,1,4,NA,4,1,3,5,8,5,6,8,8,14,16,9,8,15,15,15,21,18,10,21,21,17,20,21,18,10,15,20,13,17,10,11,18,14,14,9,12,16,6,9,9,10,7,2,6
"2013",NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,3,2,1,1,1,NA,NA,2,3,NA,2,2,1,3,2,6,5,6,11,5,5,8,13,5,13,11,13,15,12,16,14,23,10,17,13,17,19,20,17,18,21,14,15,19,10,16,17,8,13,10,18,16,10,12,6,3,5,7,4
"2014",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,3,1,1,NA,NA,4,4,1,4,2,2,2,1,2,1,4,2,5,4,8,6,7,9,9,8,4,12,13,19,13,22,20,15,24,21,11,19,22,21,19,20,10,17,13,24,18,18,14,7,11,12,8,8,10,8,9,9,6,5,7
