"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85"
"1987",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,2,NA,2,NA,1,NA,NA,1,2,NA,1,1,1,NA,NA,2,1,2,4,NA,1,1,4,2,2,4,5,5,6,5,8,6,8,4,6,7,7,9,8,9,7,6,8,8,6,8,8,6,3,5,6,4,6,3,2,6,3,1
"1988",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,1,NA,1,2,1,NA,NA,3,NA,NA,3,1,NA,NA,NA,1,1,1,6,NA,1,4,3,4,1,4,3,NA,3,3,7,3,8,5,2,4,9,4,7,5,7,7,10,4,9,9,10,4,11,10,8,7,7,7,3,4,3,3,3,1
"1989",NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,1,1,4,NA,2,3,3,5,1,1,1,3,4,3,1,3,1,2,5,5,6,5,5,4,7,6,8,6,7,7,13,10,12,5,12,8,8,8,6,7,5,7,NA,5,3,1,5,3
"1990",1,NA,NA,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,2,1,NA,1,NA,1,NA,1,1,NA,1,4,2,2,2,1,2,5,5,4,3,3,4,3,5,6,2,6,6,6,7,9,6,13,11,5,11,4,9,4,12,8,10,5,7,4,7,9,8,7,4,6,3,3,NA,3
"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,1,1,NA,1,NA,3,NA,NA,1,1,1,1,3,1,NA,2,4,3,2,2,3,2,4,5,6,2,8,6,5,4,9,8,8,9,4,8,6,6,7,11,8,12,12,4,7,5,11,10,8,8,4,5,3,3,2,2
"1992",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,2,1,NA,1,1,3,NA,2,NA,2,NA,1,NA,1,NA,3,3,2,NA,2,4,7,2,4,2,4,4,3,7,5,4,4,5,8,8,2,5,4,5,7,4,8,9,7,17,6,13,12,10,7,11,7,7,11,4,5,3,3,7,3,3,1
"1993",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,4,2,1,2,4,1,NA,2,1,3,3,1,1,4,5,4,5,4,1,7,4,4,6,7,3,3,8,4,9,4,4,8,6,11,7,6,11,9,8,7,11,6,12,10,11,11,6,12,5,7,2,3,4,2,NA
"1994",NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,1,2,1,3,2,2,NA,1,3,1,2,2,1,3,5,1,3,3,4,1,4,2,4,3,3,4,9,2,5,6,4,4,6,7,7,10,10,13,11,8,10,11,6,12,13,9,8,4,7,8,9,7,3,1,5,4,3
"1995",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,2,NA,1,1,NA,3,NA,2,1,2,1,1,3,3,3,7,4,7,5,3,6,3,3,NA,5,6,5,7,6,7,7,8,4,8,8,5,4,6,8,9,11,5,12,11,14,11,8,9,4,10,6,8,4,5,NA,NA,3,3
"1996",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,3,NA,NA,1,2,2,1,NA,NA,NA,3,2,2,2,3,5,5,1,NA,3,5,7,6,5,9,9,5,2,10,8,5,9,5,5,3,5,4,4,7,8,10,8,7,12,18,15,8,6,6,2,5,9,5,8,6,6,2
"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,1,1,1,1,1,2,NA,1,2,4,1,2,2,8,5,2,3,3,1,8,1,9,4,3,5,8,3,8,10,9,10,6,8,10,5,10,12,7,12,11,15,9,8,11,11,10,11,11,5,3,4,8,6,5,2
"1998",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,1,3,NA,1,1,1,NA,3,NA,1,2,4,1,4,3,4,2,4,3,5,4,5,6,1,6,4,9,7,4,7,4,6,6,9,4,11,6,8,7,9,9,6,13,16,9,13,14,16,11,8,7,6,7,3,2,3
