"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85"
"1989",NA,1,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,2,NA,1,2,3,2,14,7,8,14,12,18,26,29,24,20,27,35,34,25,38,33,35,56,43,44,43,31,48,43,33,25,21,33,34,34,32,41,35,25,24,25,18,19,23,33,41,24,35,24,31,33,36,30,41,30,25,23,32,28,31,29,31,31,26,22,24,24,13,19,19,18,14
"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,1,3,2,3,3,7,7,7,16,17,15,22,12,30,24,25,26,32,26,44,31,36,31,35,38,43,48,45,36,45,58,38,43,45,37,31,26,31,30,27,28,27,31,25,20,31,24,36,35,40,41,40,35,46,30,31,28,28,36,23,21,34,26,25,24,19,32,17,19,16,15,13,23
"1991",1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,5,3,4,2,4,6,10,9,11,20,15,24,18,25,19,28,35,37,35,47,44,33,40,47,41,37,37,51,39,46,49,32,43,36,40,37,32,34,28,26,29,32,34,36,32,34,32,48,32,30,33,37,39,23,28,31,41,40,40,32,32,34,28,33,30,23,23,25,17,18,22,16
"1992",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,NA,2,5,3,3,6,7,6,10,9,19,15,14,24,21,21,27,36,32,34,34,53,40,44,27,50,43,39,55,44,50,49,53,35,41,41,46,27,31,37,21,28,22,28,29,34,33,34,44,50,34,35,45,36,41,38,32,32,41,39,44,43,31,36,31,19,39,22,34,22,26,24,21
"1993",1,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,3,3,2,4,4,5,7,6,6,10,9,17,25,17,28,20,30,22,19,19,43,49,36,40,37,45,39,42,45,30,43,47,53,42,46,43,45,24,38,20,34,30,35,34,32,34,45,23,33,32,36,31,33,30,45,36,35,34,42,54,42,41,36,30,28,39,34,29,27,18,28,20,32,16
"1994",1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,3,3,3,6,5,13,7,10,21,25,21,19,30,27,36,38,41,45,30,45,38,60,47,46,43,45,48,60,54,46,55,54,42,38,48,43,36,33,38,40,28,34,34,33,40,32,32,34,35,33,52,47,47,36,45,59,41,56,43,35,23,36,29,35,37,31,22,27,14,23
"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,3,5,5,4,5,8,11,5,17,16,29,28,35,20,22,29,22,26,41,41,54,58,48,52,63,59,65,68,55,51,53,52,66,74,47,50,45,54,38,41,48,42,45,51,37,38,40,36,44,44,36,44,46,59,50,57,43,55,53,42,51,42,34,42,39,35,31,17,26,23,24
"1996",NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3,3,3,3,7,4,4,9,9,13,20,23,15,26,37,31,27,40,28,35,41,41,49,60,56,75,62,68,52,69,51,61,47,58,40,68,63,59,47,50,57,37,51,34,40,37,45,44,45,39,49,54,42,45,53,49,47,46,59,44,47,50,53,49,42,52,38,36,46,33,19,23,29
"1997",NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,5,3,6,6,12,8,8,25,22,28,31,39,28,26,26,36,29,48,44,40,54,54,44,52,65,47,58,62,68,55,58,66,66,62,70,57,44,50,48,69,52,39,47,51,46,34,46,41,51,58,49,58,52,52,56,51,56,61,62,48,52,51,52,49,42,37,35,38,27,33
"1998",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,1,2,3,2,2,3,14,6,10,12,15,11,25,17,19,26,26,31,22,37,28,50,42,46,59,59,55,65,43,69,63,69,65,49,61,73,55,66,66,77,53,69,75,60,62,53,42,45,51,46,48,65,39,51,47,48,46,66,54,61,53,65,52,50,71,59,46,47,59,42,49,37,30,30
"1999",1,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,NA,1,4,1,4,8,6,12,11,13,15,16,17,15,25,25,33,39,38,36,37,51,53,44,54,73,63,60,63,55,79,72,59,88,68,71,76,67,75,74,96,61,67,67,50,79,42,44,64,51,51,35,54,52,46,63,57,53,58,60,42,70,57,40,55,41,43,45,38,45,30,40,29,31
"2000",NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,2,2,5,4,5,10,15,15,16,15,26,22,24,32,41,36,33,49,53,53,53,45,53,63,55,60,68,83,73,72,84,71,70,77,79,90,62,63,76,79,79,70,74,66,60,63,68,54,46,39,54,43,62,55,61,67,76,65,74,56,62,69,49,49,51,56,61,45,48,36,43,38
"2001",NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,3,3,1,5,6,7,8,23,15,18,20,19,30,32,32,27,38,46,66,50,51,60,37,54,61,63,67,81,79,69,67,65,91,94,76,79,82,82,79,75,82,88,80,60,67,75,73,53,58,60,53,53,56,70,55,60,67,71,76,59,60,82,68,52,63,64,55,63,48,31,42,48,31
"2002",NA,NA,NA,1,1,2,NA,NA,2,1,NA,2,2,NA,4,2,6,5,11,12,12,22,23,22,23,24,26,36,36,38,38,48,45,54,47,58,65,58,63,74,90,85,93,80,89,89,88,87,91,82,88,64,77,81,89,96,65,52,91,68,59,78,61,59,42,62,63,52,63,57,66,61,62,55,58,59,63,52,62,71,48,64,55,40,51,29
"2003",1,NA,NA,NA,NA,1,NA,NA,NA,NA,3,2,NA,1,2,8,3,3,10,5,19,15,28,17,29,41,32,29,37,35,37,60,38,36,44,44,44,51,54,70,71,72,90,69,91,90,77,75,86,92,86,88,81,91,74,79,91,74,76,71,66,67,50,62,65,78,45,54,60,64,55,55,73,56,65,61,61,72,54,73,51,59,48,39,34,38
"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,6,2,3,2,NA,5,9,12,12,10,20,33,26,26,34,36,39,35,29,49,35,56,47,57,62,61,52,56,93,69,81,84,91,73,78,97,87,81,105,92,75,90,77,86,102,86,82,69,82,87,78,74,61,62,70,51,52,39,67,63,82,68,55,56,78,83,66,66,68,53,51,65,47,35
"2005",NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,NA,5,1,2,5,6,9,9,12,13,21,22,29,29,34,34,33,46,36,39,51,62,51,44,56,64,75,72,57,81,92,93,96,94,111,114,93,90,81,86,114,94,99,97,98,83,112,83,90,90,74,58,75,82,73,72,72,66,73,56,64,72,64,74,72,66,74,79,56,75,70,58,59,48
"2006",NA,NA,NA,NA,1,1,NA,NA,1,NA,2,2,3,4,NA,4,3,5,8,6,15,17,14,28,27,32,27,47,39,35,34,32,51,52,51,55,55,55,69,65,59,89,82,76,85,112,91,105,95,120,106,85,118,110,96,70,89,104,111,87,64,95,94,85,79,81,66,91,53,62,86,68,65,62,67,68,44,78,63,54,64,68,52,70,56,59
"2007",2,NA,NA,NA,NA,1,NA,2,NA,NA,1,NA,NA,1,3,1,5,5,11,13,6,20,17,13,27,27,43,39,46,52,42,31,46,36,49,47,57,59,53,65,74,69,71,76,89,94,95,101,105,103,103,96,119,100,110,103,75,85,90,113,114,90,98,85,90,97,72,68,87,73,57,78,69,70,63,66,63,76,80,69,80,57,66,68,58,42
"2008",1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,3,2,1,1,5,6,5,6,11,12,22,16,19,27,31,31,53,29,43,46,42,32,46,55,58,71,79,79,68,78,66,79,89,79,94,115,104,96,109,113,113,126,113,118,99,108,99,124,107,119,93,100,97,109,101,73,82,70,82,74,89,78,82,65,90,63,80,69,80,68,67,65,54,65
"2009",1,NA,NA,NA,2,1,1,3,NA,2,NA,2,NA,1,1,2,5,7,5,12,13,13,8,20,27,30,33,43,39,38,48,43,47,49,41,34,57,61,53,83,60,76,76,73,81,96,100,90,112,95,115,118,127,125,106,113,114,119,108,104,112,128,139,93,82,113,113,106,111,94,88,76,93,69,82,64,76,89,91,76,72,67,66,87,62,57
"2010",NA,NA,NA,1,NA,NA,1,NA,1,NA,5,1,2,NA,NA,1,2,5,6,8,14,21,16,20,29,28,43,44,39,41,60,56,54,45,41,54,49,56,79,59,89,61,72,64,82,77,95,113,115,116,115,136,131,130,108,120,145,110,114,119,133,118,142,152,88,93,112,121,106,101,103,111,85,99,106,70,86,74,75,71,68,74,76,73,62,80
"2011",1,2,NA,NA,1,NA,NA,NA,1,1,1,1,NA,2,1,1,3,5,3,8,18,15,17,22,27,31,30,33,32,44,45,34,51,48,61,55,57,52,61,72,76,85,77,85,68,84,91,102,126,105,92,113,128,136,109,109,117,113,111,119,114,109,113,118,157,135,107,109,145,108,93,89,83,81,81,97,91,79,66,67,83,78,97,67,74,70
"2012",1,3,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,4,3,3,3,10,9,18,13,20,31,31,33,32,40,57,43,51,52,55,54,54,54,45,49,55,79,73,75,74,62,88,67,90,104,115,113,129,130,131,122,120,132,117,129,129,119,127,110,124,161,179,123,120,118,117,104,101,82,94,107,92,108,88,75,86,97,81,77,65,71,68
"2013",3,NA,NA,NA,NA,NA,2,1,1,NA,NA,3,NA,2,NA,1,2,3,2,10,12,15,24,25,27,21,34,32,39,36,49,48,53,41,69,59,45,50,56,45,56,77,81,72,85,88,72,96,94,101,93,117,121,124,145,155,135,112,134,170,143,138,147,141,141,152,172,123,117,130,118,101,104,121,108,112,92,110,104,92,71,80,93,93,80,58
"2014",2,1,NA,1,NA,NA,2,1,1,1,1,1,1,2,NA,3,5,3,3,6,8,8,11,17,29,23,25,37,30,37,34,45,54,51,64,60,59,52,74,68,54,81,75,85,89,88,99,91,74,97,122,137,132,114,147,160,131,159,160,151,144,143,174,157,147,168,148,153,148,137,147,157,113,122,109,127,96,87,93,102,97,84,68,87,69,78
